x,y,step
110,123,-3192
109,123,-3191
109,124,-3190
110,124,-3189
111,124,-3188
111,125,-3187
110,125,-3186
109,125,-3185
109,126,-3184
110,126,-3183
110,127,-3182
111,127,-3181
111,126,-3180
112,126,-3179
112,127,-3178
112,128,-3177
111,128,-3176
111,129,-3175
112,129,-3174
113,129,-3173
113,128,-3172
114,128,-3171
114,127,-3170
113,127,-3169
113,126,-3168
114,126,-3167
115,126,-3166
115,127,-3165
116,127,-3164
116,126,-3163
116,125,-3162
115,125,-3161
114,125,-3160
114,124,-3159
113,124,-3158
113,125,-3157
112,125,-3156
112,124,-3155
112,123,-3154
113,123,-3153
113,122,-3152
112,122,-3151
112,121,-3150
112,120,-3149
113,120,-3148
113,119,-3147
114,119,-3146
114,120,-3145
115,120,-3144
115,121,-3143
114,121,-3142
114,122,-3141
114,123,-3140
115,123,-3139
115,122,-3138
116,122,-3137
116,121,-3136
116,120,-3135
116,119,-3134
115,119,-3133
115,118,-3132
114,118,-3131
113,118,-3130
113,117,-3129
113,116,-3128
114,116,-3127
114,117,-3126
115,117,-3125
116,117,-3124
116,118,-3123
117,118,-3122
117,117,-3121
117,116,-3120
116,116,-3119
115,116,-3118
115,115,-3117
114,115,-3116
113,115,-3115
112,115,-3114
111,115,-3113
110,115,-3112
110,114,-3111
111,114,-3110
112,114,-3109
113,114,-3108
114,114,-3107
114,113,-3106
113,113,-3105
112,113,-3104
111,113,-3103
110,113,-3102
110,112,-3101
109,112,-3100
109,111,-3099
109,110,-3098
110,110,-3097
111,110,-3096
111,111,-3095
111,112,-3094
112,112,-3093
112,111,-3092
113,111,-3091
113,112,-3090
114,112,-3089
114,111,-3088
115,111,-3087
115,112,-3086
115,113,-3085
116,113,-3084
116,114,-3083
116,115,-3082
117,115,-3081
118,115,-3080
118,116,-3079
118,117,-3078
118,118,-3077
118,119,-3076
117,119,-3075
117,120,-3074
118,120,-3073
118,121,-3072
117,121,-3071
117,122,-3070
118,122,-3069
118,123,-3068
117,123,-3067
116,123,-3066
116,124,-3065
117,124,-3064
118,124,-3063
118,125,-3062
117,125,-3061
117,126,-3060
118,126,-3059
118,127,-3058
119,127,-3057
119,128,-3056
120,128,-3055
120,127,-3054
120,126,-3053
119,126,-3052
119,125,-3051
120,125,-3050
120,124,-3049
119,124,-3048
119,123,-3047
120,123,-3046
121,123,-3045
121,124,-3044
121,125,-3043
121,126,-3042
122,126,-3041
122,125,-3040
122,124,-3039
123,124,-3038
124,124,-3037
124,123,-3036
124,122,-3035
123,122,-3034
123,123,-3033
122,123,-3032
122,122,-3031
121,122,-3030
120,122,-3029
119,122,-3028
119,121,-3027
119,120,-3026
120,120,-3025
120,121,-3024
121,121,-3023
121,120,-3022
122,120,-3021
122,119,-3020
121,119,-3019
120,119,-3018
119,119,-3017
119,118,-3016
119,117,-3015
120,117,-3014
120,118,-3013
121,118,-3012
121,117,-3011
122,117,-3010
123,117,-3009
123,118,-3008
123,119,-3007
123,120,-3006
123,121,-3005
124,121,-3004
124,120,-3003
125,120,-3002
125,119,-3001
124,119,-3000
124,118,-2999
125,118,-2998
126,118,-2997
126,117,-2996
125,117,-2995
124,117,-2994
124,116,-2993
123,116,-2992
123,115,-2991
122,115,-2990
122,116,-2989
121,116,-2988
120,116,-2987
119,116,-2986
119,115,-2985
119,114,-2984
118,114,-2983
117,114,-2982
117,113,-2981
118,113,-2980
119,113,-2979
120,113,-2978
120,114,-2977
120,115,-2976
121,115,-2975
121,114,-2974
122,114,-2973
123,114,-2972
124,114,-2971
124,115,-2970
125,115,-2969
125,114,-2968
126,114,-2967
127,114,-2966
127,113,-2965
126,113,-2964
125,113,-2963
124,113,-2962
123,113,-2961
123,112,-2960
124,112,-2959
125,112,-2958
125,111,-2957
125,110,-2956
124,110,-2955
124,111,-2954
123,111,-2953
122,111,-2952
122,112,-2951
122,113,-2950
121,113,-2949
121,112,-2948
120,112,-2947
119,112,-2946
118,112,-2945
117,112,-2944
116,112,-2943
116,111,-2942
117,111,-2941
118,111,-2940
118,110,-2939
119,110,-2938
119,111,-2937
120,111,-2936
121,111,-2935
121,110,-2934
120,110,-2933
120,109,-2932
119,109,-2931
118,109,-2930
117,109,-2929
117,110,-2928
116,110,-2927
115,110,-2926
114,110,-2925
113,110,-2924
112,110,-2923
112,109,-2922
111,109,-2921
110,109,-2920
109,109,-2919
109,108,-2918
109,107,-2917
110,107,-2916
110,108,-2915
111,108,-2914
112,108,-2913
113,108,-2912
113,109,-2911
114,109,-2910
114,108,-2909
115,108,-2908
115,109,-2907
116,109,-2906
116,108,-2905
117,108,-2904
118,108,-2903
118,107,-2902
117,107,-2901
116,107,-2900
115,107,-2899
115,106,-2898
114,106,-2897
114,107,-2896
113,107,-2895
112,107,-2894
111,107,-2893
111,106,-2892
112,106,-2891
113,106,-2890
113,105,-2889
113,104,-2888
112,104,-2887
112,105,-2886
111,105,-2885
111,104,-2884
110,104,-2883
110,105,-2882
110,106,-2881
109,106,-2880
109,105,-2879
108,105,-2878
108,106,-2877
108,107,-2876
107,107,-2875
106,107,-2874
105,107,-2873
105,106,-2872
104,106,-2871
104,105,-2870
105,105,-2869
106,105,-2868
106,106,-2867
107,106,-2866
107,105,-2865
107,104,-2864
106,104,-2863
105,104,-2862
104,104,-2861
104,103,-2860
105,103,-2859
106,103,-2858
107,103,-2857
108,103,-2856
108,104,-2855
109,104,-2854
109,103,-2853
110,103,-2852
110,102,-2851
109,102,-2850
108,102,-2849
107,102,-2848
107,101,-2847
106,101,-2846
106,102,-2845
105,102,-2844
105,101,-2843
104,101,-2842
104,102,-2841
103,102,-2840
103,101,-2839
102,101,-2838
102,100,-2837
103,100,-2836
104,100,-2835
105,100,-2834
106,100,-2833
107,100,-2832
107,99,-2831
106,99,-2830
105,99,-2829
104,99,-2828
103,99,-2827
102,99,-2826
101,99,-2825
100,99,-2824
100,98,-2823
101,98,-2822
102,98,-2821
103,98,-2820
104,98,-2819
105,98,-2818
106,98,-2817
107,98,-2816
108,98,-2815
108,99,-2814
108,100,-2813
108,101,-2812
109,101,-2811
109,100,-2810
109,99,-2809
110,99,-2808
110,100,-2807
110,101,-2806
111,101,-2805
111,102,-2804
111,103,-2803
112,103,-2802
113,103,-2801
114,103,-2800
114,104,-2799
114,105,-2798
115,105,-2797
115,104,-2796
115,103,-2795
115,102,-2794
115,101,-2793
115,100,-2792
114,100,-2791
114,101,-2790
114,102,-2789
113,102,-2788
112,102,-2787
112,101,-2786
113,101,-2785
113,100,-2784
112,100,-2783
111,100,-2782
111,99,-2781
111,98,-2780
112,98,-2779
112,99,-2778
113,99,-2777
113,98,-2776
114,98,-2775
114,97,-2774
115,97,-2773
115,98,-2772
115,99,-2771
116,99,-2770
116,100,-2769
116,101,-2768
116,102,-2767
116,103,-2766
116,104,-2765
116,105,-2764
116,106,-2763
117,106,-2762
117,105,-2761
118,105,-2760
118,106,-2759
119,106,-2758
119,107,-2757
119,108,-2756
120,108,-2755
121,108,-2754
121,107,-2753
120,107,-2752
120,106,-2751
121,106,-2750
122,106,-2749
122,107,-2748
123,107,-2747
123,108,-2746
123,109,-2745
124,109,-2744
124,108,-2743
124,107,-2742
125,107,-2741
125,108,-2740
126,108,-2739
126,109,-2738
126,110,-2737
127,110,-2736
127,109,-2735
128,109,-2734
128,108,-2733
127,108,-2732
127,107,-2731
126,107,-2730
126,106,-2729
125,106,-2728
125,105,-2727
124,105,-2726
124,106,-2725
123,106,-2724
123,105,-2723
122,105,-2722
121,105,-2721
120,105,-2720
119,105,-2719
119,104,-2718
118,104,-2717
117,104,-2716
117,103,-2715
118,103,-2714
119,103,-2713
120,103,-2712
120,104,-2711
121,104,-2710
122,104,-2709
123,104,-2708
124,104,-2707
124,103,-2706
123,103,-2705
122,103,-2704
121,103,-2703
121,102,-2702
120,102,-2701
119,102,-2700
118,102,-2699
117,102,-2698
117,101,-2697
118,101,-2696
119,101,-2695
120,101,-2694
121,101,-2693
122,101,-2692
122,102,-2691
123,102,-2690
123,101,-2689
124,101,-2688
124,102,-2687
125,102,-2686
125,101,-2685
125,100,-2684
126,100,-2683
126,101,-2682
126,102,-2681
127,102,-2680
127,101,-2679
127,100,-2678
128,100,-2677
128,101,-2676
128,102,-2675
128,103,-2674
127,103,-2673
127,104,-2672
128,104,-2671
128,105,-2670
129,105,-2669
129,104,-2668
129,103,-2667
129,102,-2666
129,101,-2665
129,100,-2664
130,100,-2663
130,101,-2662
130,102,-2661
130,103,-2660
131,103,-2659
131,104,-2658
131,105,-2657
132,105,-2656
132,104,-2655
132,103,-2654
132,102,-2653
131,102,-2652
131,101,-2651
132,101,-2650
132,100,-2649
131,100,-2648
131,99,-2647
130,99,-2646
129,99,-2645
129,98,-2644
128,98,-2643
128,99,-2642
127,99,-2641
126,99,-2640
125,99,-2639
125,98,-2638
124,98,-2637
124,99,-2636
124,100,-2635
123,100,-2634
122,100,-2633
122,99,-2632
121,99,-2631
121,100,-2630
120,100,-2629
120,99,-2628
120,98,-2627
119,98,-2626
119,99,-2625
119,100,-2624
118,100,-2623
117,100,-2622
117,99,-2621
118,99,-2620
118,98,-2619
117,98,-2618
116,98,-2617
116,97,-2616
116,96,-2615
117,96,-2614
117,97,-2613
118,97,-2612
119,97,-2611
119,96,-2610
118,96,-2609
118,95,-2608
119,95,-2607
120,95,-2606
120,96,-2605
120,97,-2604
121,97,-2603
121,96,-2602
122,96,-2601
122,97,-2600
122,98,-2599
123,98,-2598
123,97,-2597
123,96,-2596
124,96,-2595
124,97,-2594
125,97,-2593
126,97,-2592
126,98,-2591
127,98,-2590
127,97,-2589
128,97,-2588
129,97,-2587
130,97,-2586
130,98,-2585
131,98,-2584
131,97,-2583
131,96,-2582
130,96,-2581
130,95,-2580
130,94,-2579
131,94,-2578
131,95,-2577
132,95,-2576
132,94,-2575
133,94,-2574
133,93,-2573
132,93,-2572
132,92,-2571
132,91,-2570
131,91,-2569
131,92,-2568
131,93,-2567
130,93,-2566
130,92,-2565
129,92,-2564
128,92,-2563
128,93,-2562
129,93,-2561
129,94,-2560
128,94,-2559
128,95,-2558
129,95,-2557
129,96,-2556
128,96,-2555
127,96,-2554
127,95,-2553
126,95,-2552
126,96,-2551
125,96,-2550
125,95,-2549
124,95,-2548
124,94,-2547
123,94,-2546
123,95,-2545
122,95,-2544
121,95,-2543
121,94,-2542
120,94,-2541
120,93,-2540
119,93,-2539
119,94,-2538
118,94,-2537
118,93,-2536
117,93,-2535
117,94,-2534
117,95,-2533
116,95,-2532
116,94,-2531
116,93,-2530
116,92,-2529
117,92,-2528
117,91,-2527
118,91,-2526
118,92,-2525
119,92,-2524
120,92,-2523
121,92,-2522
121,93,-2521
122,93,-2520
122,92,-2519
123,92,-2518
123,93,-2517
124,93,-2516
124,92,-2515
125,92,-2514
125,93,-2513
125,94,-2512
126,94,-2511
127,94,-2510
127,93,-2509
126,93,-2508
126,92,-2507
127,92,-2506
127,91,-2505
126,91,-2504
125,91,-2503
124,91,-2502
123,91,-2501
122,91,-2500
121,91,-2499
120,91,-2498
119,91,-2497
119,90,-2496
120,90,-2495
121,90,-2494
122,90,-2493
123,90,-2492
124,90,-2491
124,89,-2490
123,89,-2489
122,89,-2488
121,89,-2487
120,89,-2486
119,89,-2485
118,89,-2484
118,90,-2483
117,90,-2482
116,90,-2481
116,91,-2480
115,91,-2479
114,91,-2478
113,91,-2477
113,92,-2476
114,92,-2475
115,92,-2474
115,93,-2473
115,94,-2472
115,95,-2471
115,96,-2470
114,96,-2469
114,95,-2468
114,94,-2467
114,93,-2466
113,93,-2465
113,94,-2464
113,95,-2463
113,96,-2462
113,97,-2461
112,97,-2460
112,96,-2459
112,95,-2458
112,94,-2457
112,93,-2456
111,93,-2455
111,94,-2454
111,95,-2453
111,96,-2452
111,97,-2451
110,97,-2450
110,98,-2449
109,98,-2448
109,97,-2447
109,96,-2446
110,96,-2445
110,95,-2444
109,95,-2443
108,95,-2442
108,96,-2441
108,97,-2440
107,97,-2439
107,96,-2438
107,95,-2437
106,95,-2436
106,96,-2435
106,97,-2434
105,97,-2433
105,96,-2432
104,96,-2431
103,96,-2430
103,97,-2429
102,97,-2428
102,96,-2427
101,96,-2426
101,95,-2425
100,95,-2424
100,96,-2423
100,97,-2422
99,97,-2421
98,97,-2420
98,96,-2419
99,96,-2418
99,95,-2417
98,95,-2416
97,95,-2415
96,95,-2414
95,95,-2413
95,96,-2412
96,96,-2411
97,96,-2410
97,97,-2409
96,97,-2408
95,97,-2407
94,97,-2406
94,96,-2405
94,95,-2404
93,95,-2403
92,95,-2402
92,94,-2401
93,94,-2400
94,94,-2399
95,94,-2398
96,94,-2397
97,94,-2396
98,94,-2395
99,94,-2394
100,94,-2393
101,94,-2392
102,94,-2391
102,95,-2390
103,95,-2389
103,94,-2388
104,94,-2387
104,95,-2386
105,95,-2385
105,94,-2384
106,94,-2383
107,94,-2382
108,94,-2381
109,94,-2380
110,94,-2379
110,93,-2378
109,93,-2377
108,93,-2376
107,93,-2375
107,92,-2374
108,92,-2373
109,92,-2372
109,91,-2371
110,91,-2370
110,92,-2369
111,92,-2368
111,91,-2367
112,91,-2366
112,90,-2365
111,90,-2364
110,90,-2363
110,89,-2362
109,89,-2361
109,90,-2360
108,90,-2359
108,91,-2358
107,91,-2357
106,91,-2356
106,92,-2355
106,93,-2354
105,93,-2353
104,93,-2352
104,92,-2351
105,92,-2350
105,91,-2349
105,90,-2348
104,90,-2347
104,91,-2346
103,91,-2345
103,92,-2344
103,93,-2343
102,93,-2342
102,92,-2341
102,91,-2340
101,91,-2339
101,92,-2338
101,93,-2337
100,93,-2336
100,92,-2335
99,92,-2334
99,93,-2333
98,93,-2332
98,92,-2331
97,92,-2330
97,93,-2329
96,93,-2328
96,92,-2327
95,92,-2326
95,93,-2325
94,93,-2324
94,92,-2323
93,92,-2322
93,93,-2321
92,93,-2320
92,92,-2319
91,92,-2318
91,91,-2317
90,91,-2316
90,90,-2315
90,89,-2314
91,89,-2313
91,90,-2312
92,90,-2311
92,91,-2310
93,91,-2309
93,90,-2308
94,90,-2307
94,91,-2306
95,91,-2305
96,91,-2304
97,91,-2303
98,91,-2302
99,91,-2301
100,91,-2300
100,90,-2299
101,90,-2298
101,89,-2297
100,89,-2296
99,89,-2295
99,90,-2294
98,90,-2293
98,89,-2292
97,89,-2291
97,90,-2290
96,90,-2289
96,89,-2288
95,89,-2287
95,88,-2286
94,88,-2285
94,89,-2284
93,89,-2283
93,88,-2282
92,88,-2281
91,88,-2280
90,88,-2279
89,88,-2278
89,87,-2277
88,87,-2276
87,87,-2275
87,86,-2274
88,86,-2273
88,85,-2272
87,85,-2271
87,84,-2270
87,83,-2269
88,83,-2268
88,84,-2267
89,84,-2266
89,83,-2265
90,83,-2264
90,84,-2263
90,85,-2262
89,85,-2261
89,86,-2260
90,86,-2259
90,87,-2258
91,87,-2257
92,87,-2256
93,87,-2255
94,87,-2254
94,86,-2253
93,86,-2252
92,86,-2251
92,85,-2250
91,85,-2249
91,84,-2248
92,84,-2247
92,83,-2246
93,83,-2245
93,84,-2244
93,85,-2243
94,85,-2242
95,85,-2241
95,86,-2240
95,87,-2239
96,87,-2238
96,88,-2237
97,88,-2236
97,87,-2235
97,86,-2234
96,86,-2233
96,85,-2232
97,85,-2231
98,85,-2230
98,86,-2229
98,87,-2228
98,88,-2227
99,88,-2226
99,87,-2225
100,87,-2224
100,88,-2223
101,88,-2222
102,88,-2221
102,89,-2220
102,90,-2219
103,90,-2218
103,89,-2217
104,89,-2216
105,89,-2215
105,88,-2214
104,88,-2213
103,88,-2212
103,87,-2211
104,87,-2210
105,87,-2209
106,87,-2208
107,87,-2207
107,88,-2206
106,88,-2205
106,89,-2204
106,90,-2203
107,90,-2202
107,89,-2201
108,89,-2200
108,88,-2199
109,88,-2198
110,88,-2197
110,87,-2196
109,87,-2195
108,87,-2194
108,86,-2193
107,86,-2192
106,86,-2191
105,86,-2190
105,85,-2189
104,85,-2188
104,86,-2187
103,86,-2186
103,85,-2185
102,85,-2184
102,86,-2183
102,87,-2182
101,87,-2181
101,86,-2180
100,86,-2179
99,86,-2178
99,85,-2177
100,85,-2176
101,85,-2175
101,84,-2174
102,84,-2173
103,84,-2172
103,83,-2171
102,83,-2170
101,83,-2169
100,83,-2168
100,84,-2167
99,84,-2166
99,83,-2165
98,83,-2164
98,82,-2163
97,82,-2162
97,83,-2161
97,84,-2160
96,84,-2159
95,84,-2158
94,84,-2157
94,83,-2156
95,83,-2155
96,83,-2154
96,82,-2153
95,82,-2152
94,82,-2151
93,82,-2150
93,81,-2149
92,81,-2148
92,82,-2147
91,82,-2146
91,81,-2145
91,80,-2144
90,80,-2143
90,81,-2142
90,82,-2141
89,82,-2140
89,81,-2139
89,80,-2138
88,80,-2137
88,81,-2136
88,82,-2135
87,82,-2134
87,81,-2133
86,81,-2132
86,82,-2131
86,83,-2130
86,84,-2129
85,84,-2128
85,83,-2127
85,82,-2126
84,82,-2125
84,83,-2124
84,84,-2123
83,84,-2122
83,85,-2121
82,85,-2120
82,84,-2119
81,84,-2118
81,83,-2117
82,83,-2116
83,83,-2115
83,82,-2114
82,82,-2113
82,81,-2112
83,81,-2111
83,80,-2110
82,80,-2109
81,80,-2108
81,81,-2107
80,81,-2106
80,80,-2105
80,79,-2104
81,79,-2103
81,78,-2102
80,78,-2101
80,77,-2100
80,76,-2099
81,76,-2098
81,77,-2097
82,77,-2096
82,78,-2095
82,79,-2094
83,79,-2093
83,78,-2092
83,77,-2091
83,76,-2090
84,76,-2089
84,77,-2088
84,78,-2087
84,79,-2086
84,80,-2085
84,81,-2084
85,81,-2083
85,80,-2082
85,79,-2081
85,78,-2080
85,77,-2079
86,77,-2078
86,78,-2077
86,79,-2076
86,80,-2075
87,80,-2074
87,79,-2073
87,78,-2072
88,78,-2071
88,79,-2070
89,79,-2069
89,78,-2068
90,78,-2067
90,79,-2066
91,79,-2065
91,78,-2064
92,78,-2063
92,79,-2062
92,80,-2061
93,80,-2060
94,80,-2059
94,81,-2058
95,81,-2057
96,81,-2056
97,81,-2055
98,81,-2054
98,80,-2053
99,80,-2052
99,81,-2051
99,82,-2050
100,82,-2049
101,82,-2048
102,82,-2047
103,82,-2046
104,82,-2045
104,83,-2044
104,84,-2043
105,84,-2042
105,83,-2041
106,83,-2040
106,84,-2039
106,85,-2038
107,85,-2037
107,84,-2036
107,83,-2035
108,83,-2034
108,84,-2033
108,85,-2032
109,85,-2031
109,84,-2030
110,84,-2029
111,84,-2028
111,85,-2027
110,85,-2026
110,86,-2025
111,86,-2024
111,87,-2023
111,88,-2022
111,89,-2021
112,89,-2020
112,88,-2019
113,88,-2018
114,88,-2017
114,89,-2016
113,89,-2015
113,90,-2014
114,90,-2013
115,90,-2012
115,89,-2011
116,89,-2010
117,89,-2009
117,88,-2008
118,88,-2007
119,88,-2006
120,88,-2005
121,88,-2004
122,88,-2003
122,87,-2002
123,87,-2001
124,87,-2000
124,88,-1999
125,88,-1998
126,88,-1997
126,89,-1996
125,89,-1995
125,90,-1994
126,90,-1993
127,90,-1992
127,89,-1991
128,89,-1990
128,90,-1989
129,90,-1988
129,89,-1987
130,89,-1986
131,89,-1985
131,88,-1984
131,87,-1983
130,87,-1982
130,88,-1981
129,88,-1980
128,88,-1979
127,88,-1978
127,87,-1977
126,87,-1976
125,87,-1975
125,86,-1974
124,86,-1973
123,86,-1972
122,86,-1971
121,86,-1970
121,87,-1969
120,87,-1968
119,87,-1967
118,87,-1966
117,87,-1965
116,87,-1964
116,88,-1963
115,88,-1962
115,87,-1961
114,87,-1960
113,87,-1959
112,87,-1958
112,86,-1957
113,86,-1956
114,86,-1955
114,85,-1954
113,85,-1953
112,85,-1952
112,84,-1951
113,84,-1950
113,83,-1949
112,83,-1948
111,83,-1947
111,82,-1946
110,82,-1945
110,83,-1944
109,83,-1943
109,82,-1942
108,82,-1941
107,82,-1940
107,81,-1939
106,81,-1938
106,82,-1937
105,82,-1936
105,81,-1935
104,81,-1934
103,81,-1933
102,81,-1932
101,81,-1931
100,81,-1930
100,80,-1929
101,80,-1928
102,80,-1927
103,80,-1926
104,80,-1925
105,80,-1924
105,79,-1923
106,79,-1922
107,79,-1921
107,80,-1920
108,80,-1919
108,81,-1918
109,81,-1917
109,80,-1916
110,80,-1915
110,81,-1914
111,81,-1913
111,80,-1912
112,80,-1911
112,81,-1910
112,82,-1909
113,82,-1908
113,81,-1907
114,81,-1906
114,82,-1905
114,83,-1904
115,83,-1903
115,84,-1902
115,85,-1901
115,86,-1900
116,86,-1899
117,86,-1898
118,86,-1897
119,86,-1896
120,86,-1895
120,85,-1894
119,85,-1893
118,85,-1892
118,84,-1891
117,84,-1890
117,85,-1889
116,85,-1888
116,84,-1887
116,83,-1886
117,83,-1885
118,83,-1884
119,83,-1883
119,84,-1882
120,84,-1881
120,83,-1880
121,83,-1879
122,83,-1878
122,84,-1877
121,84,-1876
121,85,-1875
122,85,-1874
123,85,-1873
123,84,-1872
123,83,-1871
123,82,-1870
122,82,-1869
121,82,-1868
121,81,-1867
120,81,-1866
120,82,-1865
119,82,-1864
118,82,-1863
117,82,-1862
116,82,-1861
115,82,-1860
115,81,-1859
116,81,-1858
117,81,-1857
118,81,-1856
119,81,-1855
119,80,-1854
118,80,-1853
117,80,-1852
117,79,-1851
116,79,-1850
116,80,-1849
115,80,-1848
115,79,-1847
114,79,-1846
114,80,-1845
113,80,-1844
113,79,-1843
112,79,-1842
111,79,-1841
110,79,-1840
109,79,-1839
108,79,-1838
108,78,-1837
109,78,-1836
110,78,-1835
111,78,-1834
112,78,-1833
113,78,-1832
114,78,-1831
115,78,-1830
115,77,-1829
114,77,-1828
114,76,-1827
114,75,-1826
114,74,-1825
113,74,-1824
113,75,-1823
113,76,-1822
113,77,-1821
112,77,-1820
111,77,-1819
110,77,-1818
110,76,-1817
111,76,-1816
112,76,-1815
112,75,-1814
111,75,-1813
110,75,-1812
109,75,-1811
109,76,-1810
109,77,-1809
108,77,-1808
107,77,-1807
107,78,-1806
106,78,-1805
105,78,-1804
105,77,-1803
104,77,-1802
104,78,-1801
104,79,-1800
103,79,-1799
102,79,-1798
101,79,-1797
100,79,-1796
99,79,-1795
98,79,-1794
98,78,-1793
99,78,-1792
99,77,-1791
98,77,-1790
97,77,-1789
97,78,-1788
97,79,-1787
97,80,-1786
96,80,-1785
96,79,-1784
95,79,-1783
94,79,-1782
93,79,-1781
93,78,-1780
94,78,-1779
95,78,-1778
96,78,-1777
96,77,-1776
95,77,-1775
94,77,-1774
93,77,-1773
92,77,-1772
91,77,-1771
90,77,-1770
89,77,-1769
88,77,-1768
87,77,-1767
87,76,-1766
86,76,-1765
85,76,-1764
85,75,-1763
84,75,-1762
83,75,-1761
82,75,-1760
81,75,-1759
80,75,-1758
80,74,-1757
81,74,-1756
82,74,-1755
83,74,-1754
84,74,-1753
85,74,-1752
86,74,-1751
86,75,-1750
87,75,-1749
87,74,-1748
88,74,-1747
89,74,-1746
89,75,-1745
88,75,-1744
88,76,-1743
89,76,-1742
90,76,-1741
90,75,-1740
91,75,-1739
91,76,-1738
92,76,-1737
93,76,-1736
93,75,-1735
94,75,-1734
94,76,-1733
95,76,-1732
96,76,-1731
96,75,-1730
96,74,-1729
97,74,-1728
98,74,-1727
98,75,-1726
97,75,-1725
97,76,-1724
98,76,-1723
99,76,-1722
99,75,-1721
100,75,-1720
100,76,-1719
100,77,-1718
100,78,-1717
101,78,-1716
102,78,-1715
103,78,-1714
103,77,-1713
102,77,-1712
101,77,-1711
101,76,-1710
102,76,-1709
103,76,-1708
104,76,-1707
105,76,-1706
106,76,-1705
107,76,-1704
108,76,-1703
108,75,-1702
107,75,-1701
107,74,-1700
106,74,-1699
106,75,-1698
105,75,-1697
104,75,-1696
103,75,-1695
102,75,-1694
101,75,-1693
101,74,-1692
102,74,-1691
103,74,-1690
104,74,-1689
105,74,-1688
105,73,-1687
104,73,-1686
103,73,-1685
103,72,-1684
104,72,-1683
105,72,-1682
106,72,-1681
107,72,-1680
107,73,-1679
108,73,-1678
109,73,-1677
109,74,-1676
110,74,-1675
110,73,-1674
111,73,-1673
111,74,-1672
112,74,-1671
112,73,-1670
113,73,-1669
114,73,-1668
115,73,-1667
115,74,-1666
115,75,-1665
115,76,-1664
116,76,-1663
116,77,-1662
116,78,-1661
117,78,-1660
117,77,-1659
117,76,-1658
118,76,-1657
118,77,-1656
118,78,-1655
119,78,-1654
119,79,-1653
120,79,-1652
120,80,-1651
121,80,-1650
122,80,-1649
122,81,-1648
123,81,-1647
123,80,-1646
124,80,-1645
124,81,-1644
124,82,-1643
124,83,-1642
124,84,-1641
124,85,-1640
125,85,-1639
125,84,-1638
125,83,-1637
125,82,-1636
126,82,-1635
126,83,-1634
126,84,-1633
126,85,-1632
126,86,-1631
127,86,-1630
127,85,-1629
128,85,-1628
128,86,-1627
129,86,-1626
129,85,-1625
130,85,-1624
130,84,-1623
129,84,-1622
129,83,-1621
128,83,-1620
128,84,-1619
127,84,-1618
127,83,-1617
127,82,-1616
128,82,-1615
128,81,-1614
129,81,-1613
129,82,-1612
130,82,-1611
130,83,-1610
131,83,-1609
132,83,-1608
132,84,-1607
133,84,-1606
133,83,-1605
134,83,-1604
134,82,-1603
133,82,-1602
132,82,-1601
131,82,-1600
131,81,-1599
130,81,-1598
130,80,-1597
129,80,-1596
128,80,-1595
127,80,-1594
127,81,-1593
126,81,-1592
125,81,-1591
125,80,-1590
126,80,-1589
126,79,-1588
127,79,-1587
128,79,-1586
129,79,-1585
130,79,-1584
131,79,-1583
132,79,-1582
132,78,-1581
131,78,-1580
130,78,-1579
130,77,-1578
130,76,-1577
129,76,-1576
129,77,-1575
129,78,-1574
128,78,-1573
128,77,-1572
127,77,-1571
127,78,-1570
126,78,-1569
126,77,-1568
125,77,-1567
125,78,-1566
125,79,-1565
124,79,-1564
124,78,-1563
124,77,-1562
124,76,-1561
123,76,-1560
123,77,-1559
122,77,-1558
122,78,-1557
123,78,-1556
123,79,-1555
122,79,-1554
121,79,-1553
121,78,-1552
120,78,-1551
120,77,-1550
119,77,-1549
119,76,-1548
119,75,-1547
118,75,-1546
117,75,-1545
116,75,-1544
116,74,-1543
116,73,-1542
116,72,-1541
117,72,-1540
117,73,-1539
118,73,-1538
118,74,-1537
119,74,-1536
119,73,-1535
119,72,-1534
118,72,-1533
118,71,-1532
119,71,-1531
120,71,-1530
121,71,-1529
121,72,-1528
120,72,-1527
120,73,-1526
120,74,-1525
120,75,-1524
120,76,-1523
121,76,-1522
121,75,-1521
122,75,-1520
123,75,-1519
123,74,-1518
122,74,-1517
121,74,-1516
121,73,-1515
122,73,-1514
123,73,-1513
124,73,-1512
124,74,-1511
124,75,-1510
125,75,-1509
125,76,-1508
126,76,-1507
127,76,-1506
128,76,-1505
128,75,-1504
129,75,-1503
130,75,-1502
131,75,-1501
131,74,-1500
130,74,-1499
129,74,-1498
128,74,-1497
127,74,-1496
127,75,-1495
126,75,-1494
126,74,-1493
125,74,-1492
125,73,-1491
126,73,-1490
127,73,-1489
127,72,-1488
126,72,-1487
125,72,-1486
124,72,-1485
123,72,-1484
122,72,-1483
122,71,-1482
123,71,-1481
124,71,-1480
125,71,-1479
126,71,-1478
127,71,-1477
128,71,-1476
128,72,-1475
128,73,-1474
129,73,-1473
130,73,-1472
130,72,-1471
129,72,-1470
129,71,-1469
130,71,-1468
131,71,-1467
131,72,-1466
132,72,-1465
132,71,-1464
133,71,-1463
134,71,-1462
134,72,-1461
135,72,-1460
135,71,-1459
136,71,-1458
136,70,-1457
135,70,-1456
134,70,-1455
134,69,-1454
134,68,-1453
133,68,-1452
133,69,-1451
133,70,-1450
132,70,-1449
132,69,-1448
131,69,-1447
131,70,-1446
130,70,-1445
129,70,-1444
